id,dt,target
fff81139a7,10,33.137244662193325
fff81139a7,9,32.96882612099853
fff81139a7,8,31.128705705949216
fff81139a7,7,31.720806267883265
fff81139a7,6,34.132970403154296
fff81139a7,5,31.701720203126477
fff81139a7,4,31.852859955981582
fff81139a7,3,32.714460471664005
fff81139a7,2,32.39220218614944
fff81139a7,1,31.887905425330292
fff6d685ea,10,37.49445538970106
fff6d685ea,9,42.52705351945001
fff6d685ea,8,37.240809407586546
fff6d685ea,7,44.722955513183074
fff6d685ea,6,47.35994863198878
fff6d685ea,5,41.79316722839961
fff6d685ea,4,41.17390106966347
fff6d685ea,3,41.87128189527019
fff6d685ea,2,44.75113696653578
fff6d685ea,1,39.37850349267598
fff62c78fb,10,44.494490945170654
fff62c78fb,9,40.231028708389225
fff62c78fb,8,44.05479162566653
fff62c78fb,7,45.55656382036129
fff62c78fb,6,43.87304702187066
fff62c78fb,5,43.40146455230991
fff62c78fb,4,48.99849656103685
fff62c78fb,3,46.156168924140076
fff62c78fb,2,43.66642096122932
fff62c78fb,1,43.06857654174451
ffe8cdb524,10,26.499356161829013
ffe8cdb524,9,25.13726199878681
ffe8cdb524,8,26.284938565906156
ffe8cdb524,7,25.117031149889147
ffe8cdb524,6,26.6142489453534
ffe8cdb524,5,28.643181591495267
ffe8cdb524,4,25.473184503751963
ffe8cdb524,3,24.880635583256783
ffe8cdb524,2,24.63490416745509
ffe8cdb524,1,26.590511061183236
ffe1c50bbb,10,14.730357533993805
ffe1c50bbb,9,11.344984446156941
ffe1c50bbb,8,10.964760654241331
ffe1c50bbb,7,12.599228355929036
ffe1c50bbb,6,15.073889336913865
ffe1c50bbb,5,11.227004983958658
ffe1c50bbb,4,10.75411155930065
ffe1c50bbb,3,12.460500196182247
ffe1c50bbb,2,12.008570791854451
ffe1c50bbb,1,12.024417941559404
ffb56b8d39,10,47.26838002412585
ffb56b8d39,9,46.639132234116175
ffb56b8d39,8,45.39986851139183
ffb56b8d39,7,43.67870779974997
ffb56b8d39,6,41.83873056595915
ffb56b8d39,5,47.90876723170782
ffb56b8d39,4,50.04221160653087
ffb56b8d39,3,49.03553390721126
ffb56b8d39,2,45.452367428712236
ffb56b8d39,1,45.194815034891064
ffb3b559b4,10,29.074918251037015
ffb3b559b4,9,24.073841856113226
ffb3b559b4,8,26.807106798750475
ffb3b559b4,7,23.506862659897287
ffb3b559b4,6,28.384411075615613
ffb3b559b4,5,26.976650286252706
ffb3b559b4,4,28.496830249291147
ffb3b559b4,3,30.76728572463414
ffb3b559b4,2,25.80607698094005
ffb3b559b4,1,29.02867823834119
ffab53082b,10,29.85337051774325
ffab53082b,9,27.59980873734646
ffab53082b,8,27.241740783421715
ffab53082b,7,27.401716343701196
ffab53082b,6,29.58423864772314
ffab53082b,5,30.33750662480275
ffab53082b,4,28.905181172779628
ffab53082b,3,28.915755247242878
ffab53082b,2,27.648130688597124
ffab53082b,1,29.38729735122585
ffa6059b95,10,93.75895249795948
ffa6059b95,9,130.49471675947177
ffa6059b95,8,108.87854550944347
ffa6059b95,7,115.862174856111
ffa6059b95,6,129.1284024703017
ffa6059b95,5,76.68868370800507
ffa6059b95,4,27.121219838182522
ffa6059b95,3,112.65081598497912
ffa6059b95,2,146.9116264103104
ffa6059b95,1,127.27917777691289
ff9d27a58b,10,9.5582699002686
ff9d27a58b,9,13.411585931224145
ff9d27a58b,8,11.296279072101646
ff9d27a58b,7,9.408196886324447
